,Nama Hotel,Nama Kota,Provinsi,Latitude,Longitude,Luas Kamar,Kapasitas,Rating,Harga
1151,Sopo Trisno Homestay Sembalun,Kabupaten Lombok Timur,Nusa Tenggara Barat,-8.32E-08,116.496255,17,3,4.1,235294
1152,The Garcia Ubud Hotel and Resort,Kabupaten Gianyar,Bali,-8.56E-08,115.2652582,40,1,4.08,1956102
1153,Banaran 9 Resort Hotel,Kabupaten Semarang,Jawa Tengah,-7.2478585,110.4282065,18,2,4.02,412500
1154,We Are Hotel,Kota Mataram,Nusa Tenggara Barat,-8.61E-08,116.1213488,16,3,3.08,156999
1155,The Jayakarta Bali Beach Resort & Spa,Kabupaten Badung,Bali,-8.70E-08,115.1672129,36,2,4,782000
1156,Hotel Kartika Bandungan,Kabupaten Semarang,Jawa Tengah,-7.2,110.4017853,20,3,4.25,235000
1157,The Sun Boutique Hotel Kuta,Kabupaten Badung,Bali,-8.71E-08,115.1839047,23,2,4.25,246500
1158,Radisson Blu Bali Uluwatu,Kabupaten Badung,Bali,-8.81E-08,115.111416,48,3,4.42,3934013
1159,Kuta Cove Hotel,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-0.8894132,116.2856032,30,2,4.25,308750
1160,OYO 1376 Kina Family Residence,Kota Malang,Jawa Timur,-7.94,112.6016362,45,3,3.1,93924
1161,Griya One Family,Kota Semarang,Jawa Tengah,-6.9876727,110.4444475,22,2,4,108900
1162,Grand Inn Hotel,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.0766715,19,2,4.08,243000
1163,UFO Park & Capsule,Kabupaten Malang,Jawa Timur,-7.8553633,112.4964846,15,1,3.1,807500
1164,The Crystal Luxury Bay Resort Nusa Dua - Bali,Kabupaten Badung,Bali,-8.76,115.1795425,38,2,4.08,873056
1165,Grand Dream Cita Mandiri Syariah,Kota Batu,Jawa Timur,-7.9,112.5573332,24,3,4.58,270000
1166,MHS Inn Syariah Hotel,Kota Malang,Jawa Timur,-7.94,112.6040001,22,2,4.25,149000
1167,Siguragura Homestay Syariah,Kota Malang,Jawa Timur,-7.9592526,112.605357,19,3,4.25,97574
1168,Seminyak Townhouse Bali,Kabupaten Badung,Bali,-8.70E-08,115.1750151,50,5,4.02,881640
1169,THE 1O1 Bali Fontana Seminyak,Kabupaten Badung,Bali,-8.70E-08,115.1773365,32,3,4.05,466000
1170,Hotel Kubayan,Kota Mataram,Nusa Tenggara Barat,-0.8595761,116.1262589,24,3,4.02,199500
1171,Hotel Rinjani,Kota Mataram,Nusa Tenggara Barat,-8.59,116.1115999,25,3,4.25,168235
1172,Full House at Villa Puncak Garuda Duabelas (D12),Kabupaten Malang,Jawa Timur,-8.07E-08,112.5837726,23,2,4.42,246383
1173,Prime Plaza Suites Sanur  Bali,Kota Denpasar,Bali,-8.69E-08,115.2594949,50,3,4.05,874517
1174,Pleasant Stay Full House at KJ Villa Bandungan,Kabupaten Semarang,Jawa Tengah,-7.2183038,110.3631496,36,4,4.58,7234567
1175,Grand Zuri Kuta Bali,Kabupaten Badung,Bali,-0.8711672,115.1814589,50,3,4.05,1198087
1176,Rimbun Canggu Hotel,Kabupaten Badung,Bali,-0.8649872,115.1365505,21,3,4.05,678375
1177,Hotel Mawar Sharon,Kota Batu,Jawa Timur,-7.8755894,112.5311225,45,3,4.08,230000
1178,Kampi Villas by Premier Hospitality Asia,Kabupaten Badung,Bali,-8.82E-08,115.2180323,43,4,3.13,3802500
1179,Glamours Carani at Lembah Indah Glamping Resort,Kabupaten Malang,Jawa Timur,-8.03E-08,112.5014143,36,6,4.02,1045000
1180,Wood 7296 Airport Semarang,Kota Semarang,Jawa Tengah,-7.0004915,110.3885265,23,3,4.02,200000
1181,OYO 538 Villa Handayani Syariah,Kota Batu,Jawa Timur,-7.8203037,112.5265563,25,2,4.08,75258
1182,Kuta Cabana Eco Lodge,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2749083,16,2,4.07,285000
1183,3 Bedrooms at Bourgenvile Merah,Kabupaten Semarang,Jawa Tengah,-7.2223672,110.3608564,50,6,4.25,700000
1184,Candi Beach Resort and Spa,Karangasem Regency,Bali,-8.50E-08,115.5555238,30,1,4.58,1470000
1185,Villa Calista Batu,Kota Batu,Jawa Timur,-7.8610628,112.5223772,50,4,4.08,600000
1186,Hotel Wisma Gaya 1-4 Bandungan,Kabupaten Semarang,Jawa Tengah,-7.22,110.3672397,16,3,3.15,181688
1187,The Lerina Hotel Nusa Dua,Kabupaten Badung,Bali,-8.79,115.2017918,24,4,4.42,311850
1188,Comfort Living at Gress Villa,Kota Batu,Jawa Timur,-7.87,112.4909986,20,3,4.07,365800
1189,Deka Homestay,Kota Mataram,Nusa Tenggara Barat,-8.60E-08,116.1332632,20,3,4.05,217600
1190,Seminyak Lagoon All Suites Hotel,Kabupaten Badung,Bali,-8.68E-08,115.1725178,32,2,4.42,672750
1191,Best Western Resort Kuta,Kabupaten Badung,Bali,-8.73E-08,115.1716488,25,3,4.08,387000
1192,Al Thalib 8 Syariah Malang,Kota Malang,Jawa Timur,-7.95,112.629183,34,2,4.08,92000
1193,Wisma Hargo Srondol Kulon,Kota Semarang,Jawa Tengah,-7.06,110.041359,15,1,4.03,180000
1194,Dragonfly Senaru Lodge,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.29E-08,116.4124804,18,2,4.03,180000
1195,Artotel Haniman Ubud,Kabupaten Gianyar,Bali,-8.52E-08,115.2657982,30,3,4.08,2106000
1196,HARRIS Hotel and Conventions Denpasar Bali,Kota Denpasar,Bali,-8.64E-08,115.2082566,26,2,4.42,327600
1197,Villa Kencana Apel C1,Kota Batu,Jawa Timur,-7.8842711,112.5154682,21,2,4.25,1020000
1198,SPOT ON 2281 Omajo,Kota Semarang,Jawa Tengah,-6.9884514,110.4366971,26,2,4.03,138455
1199,Rosemary Homestay,Kota Batu,Jawa Timur,-7.8667031,112.5010235,33,3,4.08,300000
1200,Prana Villa Jimbaran,Kabupaten Badung,Bali,-8.78E-08,115.1554753,40,4,4.42,1724150
1201,Rollaas Hotel & Resort,Kabupaten Malang,Jawa Timur,-7.8204341,112.6422785,15,3,4.25,400000
1202,D'Batur Hotel,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.50E-08,116.0497724,20,3,4.05,180000
1203,Pleasant Stay Full House at KJ Villa Bandungan,Kabupaten Semarang,Jawa Tengah,-7.2183038,110.3631496,36,6,4.58,7234567
1204,Wirton Seminyak Boutique Hotel,Kota Denpasar,Bali,-8.68E-08,115.17447,21,2,4.25,242000
1205,Sanctoo Suites & Villas at Bali Zoo,Kabupaten Gianyar,Bali,-0.8592394,115.2610088,50,2,4.08,1345833
1206,The Trans Resort Bali,Kabupaten Badung,Bali,-8.69E-08,115.1722775,50,2,4.08,5850000
1207,Aishwarya Exclusive Villas,Kabupaten Gianyar,Bali,-8.64E-08,115.2819874,50,3,4.25,552000
1208,SPOT ON 2697 Homy House,Kota Semarang,Jawa Tengah,-6.986999,110.4063622,16,3,3.1,100000
1209,SPOT ON 1784 TNC Residence Syariah,Kota Mataram,Nusa Tenggara Barat,-0.8590126,116.115046,17,1,4.08,99890
1210,88 Residence Semarang,Kota Semarang,Jawa Tengah,-6.9895204,110.4558089,15,1,4.25,59000
1211,Exclusive Villa Heinbill 2 Estate 5 Bedroom,Kota Batu,Jawa Timur,-7.88,112.5205523,50,5,4.05,3500000
1212,SPOT ON 1894 Khanida,Kota Mataram,Nusa Tenggara Barat,-8.58E-08,116.1226687,21,2,3.07,100000
1213,Blu-Zea Resort by Double-Six,Kabupaten Badung,Bali,-8.69,115.160514,29,3,4.58,1712602
1214,OYO 3283 Bwalk Hotel,Kabupaten Malang,Jawa Timur,-7.917163,112.5826202,33,3,3.42,129999
1215,Grand Barong Resort Bali,Kabupaten Badung,Bali,-8.72E-08,115.1699825,30,3,4.05,648000
1216,Two Bedroom at Villa Keluarga Permata Batu,Kota Batu,Jawa Timur,-7.8998021,112.5655671,15,4,4.07,350000
1217,HARRIS Hotel Kuta Tuban Bali,Kabupaten Badung,Bali,-8.74E-08,115.1679328,25,4,4.03,650000
1218,Bali Paragon Resort Hotel,Kabupaten Badung,Bali,-8.79E-08,115.1767482,28,3,4.42,555228
1219,OYO 90031 Villa Papada,Kota Batu,Jawa Timur,-7.8635346,112.4950002,50,2,3.15,105883
1220,Comfort Room at Residence Bukit Jaya,Kota Semarang,Jawa Tengah,-7.0448987,110.4285479,25,4,4.42,1750000
1221,Ohana Hotel Kuta,Kabupaten Badung,Bali,-8.73E-08,115.1697379,26,3,4.42,280395
1222,Full House 2 Bedroom at Citra Homestay,Kota Batu,Jawa Timur,-7.8937651,112.5407076,50,6,4.1,536250
1223,Villa Lotus 36 By DP Planet,Kota Batu,Jawa Timur,-7.88,112.5205523,50,4,4.03,2750000
1224,The Tusita Hotel Bali,Kabupaten Badung,Bali,-8.74E-08,115.1671296,26,1,4.02,305217
1225,Boss Legian Hotel,Kabupaten Badung,Bali,-8.70E-08,115.1672129,18,3,4.02,201000
1226,DevinSky Hotel, Seminyak,Kabupaten Badung,-8.68E-08,115.1535447,37,3,4.03,916650
1227,Swiss-Belexpress Kuta,Kabupaten Badung,Bali,-8.72E-08,115.175547,18,3,4.05,555000
1228,OYO 1427 Azzahra Guest House Syariah,Kota Mataram,Nusa Tenggara Barat,-8.59,116.1614917,26,2,4,83463
1229,Graduate House,Kota Semarang,Jawa Tengah,-7.0507351,110.4235787,43,4,4.42,243221
1230,New Villa Fortune by VHB Group,Kota Batu,Jawa Timur,-7.88,112.5205523,50,5,4.42,2500000
1231,Kaamala Resort Ubud,Kabupaten Gianyar,Bali,-8.51E-08,115.258271,42,2,4.92,2268000
1232,Swiss Belhotel Tuban,Kabupaten Badung,Bali,-0.8733406,115.170832,24,2,4.05,651019
1233,Comfort Room at Residence Bukit Jaya,Kota Semarang,Jawa Tengah,-7.0448987,110.4285479,25,4,4.42,1750000
1234,Villa Karang Kedempel Bandungan by Simply Homy (Atas),Kabupaten Semarang,Jawa Tengah,-7.2203709,110.3866596,50,6,4.1,1289794
1235,Bali Karma Sajtra,Kabupaten Badung,Bali,-8.67E-08,115.1610436,45,3,4.75,990000
1236,Nusa Dua Beach Hotel & Spa, Bali,Bali,-8.80E-08,115.2282787,34,3,4.58,1511184
1237,Adalia Homestay Semarang,Kota Semarang,Jawa Tengah,-7.062142,110.4146984,15,1,4.02,175500
1238,Hotel BWalk Premier,Kabupaten Malang,Jawa Timur,-7.9208337,112.58158,18,2,4.42,188955
1239,OYO Flagship 90502 Holistay Malang New,Kota Malang,Jawa Timur,-7.94,112.6486792,21,2,3.13,141449
1240,Krisna Bungalows and Restaurant,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.75E-08,115.9547854,20,2,4.75,380000
1241,Djuragan Kamar Bandahara,Kota Malang,Jawa Timur,-7.97,112.6080664,16,2,4.05,250000
1242,Hotel Zia Bali - Kuta,Kabupaten Badung,Bali,-8.72E-08,115.1729814,18,1,4.25,403651
1243,Semeru Homestay Semarang,Kota Semarang,Jawa Tengah,-7.02,110.4171366,15,1,3.07,72000
1244,Four Star by Trans Hotel,Kota Denpasar,Bali,-8.67E-08,115.2423277,20,3,4.03,485760
1245,Khalila Homestay Syariah,Batu City,Jawa Timur,-7.89,112.5513289,44,3,4.58,158558
1246,Zizz Convention Hotel,Kabupaten Badung,Bali,-8.63E-08,115.1802686,16,3,4.25,168000
1247,Villa Puncak Garuda D2,Kota Batu,Jawa Timur,-7.9024343,112.537997,34,4,4.05,356250
1248,OYO 604 Cemara's Homestay,Kota Batu,Jawa Timur,-7.8959697,112.5336552,18,2,4.05,284999
1249,COZY Boutique Guest House,Kota Malang,Jawa Timur,-7.9646794,112.6258982,20,3,4.75,542169
1250,Tijili Seminyak,Kabupaten Badung,Bali,-8.69,115.1644134,27,3,4.75,1039500
1251,Comfort Room at Residence Bukit Jaya,Kota Semarang,Jawa Tengah,-7.0448987,110.4285479,25,4,4.42,1750000
1252,HARRIS Hotel & Residences Sunset Road,Kabupaten Badung,Bali,-8.71E-08,115.1853789,24,4,4.42,599000
1253,Hotel Ratih,Kota Mataram,Nusa Tenggara Barat,-8.59,116.1254961,16,2,4,262646
1254,Episode Kuta Bali,Kabupaten Badung,Bali,-8.72,115.1836619,22,3,4.42,850500
1255,Om Ham Retreat and Resort,Kabupaten Gianyar,Bali,-0.8478856,115.2707141,24,3,4.08,396000
1256,Hotel Panorama Wisata Air Terjun Coban Rondo,Kabupaten Malang,Jawa Timur,-7.86,112.484285,15,4,4.03,167646
1257,Villa KaWeBe,Kota Batu,Jawa Timur,-7.8952452,112.5136335,50,4,4.58,564443
1258,Full House 2 BR at Emerald Villa H7 Batu, Malang,Jawa Timur,-7.9,112.5632485,50,6,4.1,450000
1259,Andaz Bali - a concept by Hyatt,Kota Denpasar,Bali,-8.70E-08,115.2636161,50,3,4.92,6577134
1260,Bali Relaxing Resort & Spa,Kabupaten Badung,Bali,-8.76E-08,115.2215399,24,3,4.42,670961
1261,Pacific Beach Cottages,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.5,116.0479886,19,3,4.58,562500
1262,Villa D'Coopers 5,Kota Batu,Jawa Timur,-7.887863,112.531816,47,13,4.42,799000
1263,Se.juk Residence Araya,Kabupaten Malang,Jawa Timur,-7.94,112.6715339,17,1,4.42,205000
1264,Siesta Legian Hotel,Kabupaten Badung,Bali,-8.71E-08,115.1728668,21,3,4.58,216900
1265,Holiday Inn Resort Bali Benoa,Kabupaten Badung,Bali,-8.76E-08,115.2218839,35,1,4.08,1779886
1266,OYO 709 Menjangan Residence at Klayatan,Kota Malang,Jawa Timur,-8.00E-08,112.6128593,31,3,4.25,80027
1267,Villa Kiraya - Three Bedroom,Kota Batu,Jawa Timur,-7.8928399,112.5437445,50,6,4.05,1500000
1268,Watermark Hotel and Spa Bali,Kabupaten Badung,Bali,-8.78,115.1693002,32,3,4.58,847104
1269,Sun Royal Hotel,Kabupaten Badung,Bali,-8.70E-08,115.18143,20,3,4.25,237500
1270,Hotel Santika Kuta,Kabupaten Badung,Bali,-8.72E-08,115.1794209,24,3,4.05,646750
1271,Hotel Trisno Putra,Kota Batu,Jawa Timur,-7.86,112.5052311,21,3,4.02,80000
1272,Villa Rossela - Four Bedroom,Kota Batu,Jawa Timur,-7.8930904,112.5437423,50,6,4.03,1500000
1273,Yustin Family Homestay,Kabupaten Malang,Jawa Timur,-8.01E-08,112.7652735,20,3,4.58,250000
1274,Griya Sumber Rejeki Homestay,Kota Batu,Jawa Timur,-7.89,112.5331668,38,3,4.75,237500
1275,Dpavilion Guesthouse Malang,Kota Malang,Jawa Timur,-7.97,112.62517,16,3,4.02,201875
1276,The Evitel Resort Ubud,Kabupaten Gianyar,Bali,-8.52E-08,115.2606299,20,3,4.58,393380
1277,OYO Flagship 2688 Guntur Hotel,Kota Denpasar,Bali,-8.64,115.2511365,22,3,4.42,160000
1278,1 Bedroom Lavish Apartment at The Pinnacle Louis Kienne Pandanaran,Kota Semarang,Jawa Tengah,-6.9852786,110.4121511,28,3,4.25,500000
1279,The Kanjeng Suites & Villas Sanur,Kota Denpasar,Bali,-8.71E-08,115.2499556,40,3,3.1,350000
1280,SIX SENSES ULUWATU BALI,Kabupaten Badung,Bali,-8.84E-08,115.125207,45,2,4.25,11887127
1281,East Lombok Dive Hotel,Kabupaten Lombok Timur,Nusa Tenggara Barat,-8.46,116.6874309,28,3,4.58,325000
1282,HARRIS Hotel Seminyak,Kabupaten Badung,Bali,-8.69E-08,115.1654894,15,1,4.42,535501
1283,Family Homestay ARYA,Kota Batu,Jawa Timur,-7.8960613,112.5321019,24,6,4.08,350000
1284,Grand Kesambi Resort and Villa Seminyak,Kabupaten Badung,Bali,-8.65E-08,115.1724957,45,3,4.25,479700
1285,Sulis Beach Hotel and Spa,Kabupaten Badung,Bali,-8.74E-08,115.1649803,40,2,4.75,630000
1286,Hotel Artha,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1252567,31,4,4.02,123500
1287,Huis Van Gustafine 1,Kota Malang,Jawa Timur,-7.9692604,112.6312533,25,4,4.58,1500000
1288,Batu Villa,Kota Batu,Jawa Timur,-7.8843981,112.5154198,50,6,4.58,1190000
1289,OYO 4004 Vivo Rooms,Kota Malang,Jawa Timur,-7.9842042,112.6265976,16,2,3.08,159171
1290,The Gate Rinjani,East Lombok Regency,West Nusa Tenggara,-8.33E-08,116.5019976,44,2,4.58,185000
1291,Maha Laksmi Boutique Hotel,Kota Denpasar,Bali,-8.7,115.2639973,23,3,4.03,231000
1292,Berry Amour Romantic Villas,Kabupaten Badung,Bali,-8.67E-08,115.1458743,35,2,4.08,4628520
1293,Komaneka at Keramas Beach,Kabupaten Gianyar,Bali,-0.8598151,115.3297748,33,3,4.1,4679999
1294,Hotel Nugraha,Kota Malang,Jawa Timur,-7.94,112.6495389,19,3,3.1,300000
1295,Citarum Homestay,Kota Malang,Jawa Timur,-7.91,112.6362947,18,3,4.75,275000
1296,OYO 1837 Telone Bungalow,East Lombok Regency,West Nusa Tenggara,-8.87E-08,116.5314935,19,2,4.58,71999
1297,RAGGEA,Kota Malang,Jawa Timur,-7.9382988,112.6346686,34,4,4.03,185000
1298,Puri Saron Baruna Beach Cottages,Buleleng Regency,Bali,-8.13,115.0629094,27,2,4.42,528000
1299,Airlangga Hotel,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.100622,19,3,3.12,150717
1300,Jimbaran Bay Beach Resort & Spa by Prabhu,Kabupaten Badung,Bali,-8.77E-08,115.1700616,29,3,4.42,600075
1301,Grand Mirage Resort & Thalasso Bali,Kabupaten Badung,Bali,-8.77,115.2223841,42,3,4.42,1916623
1302,Kamandalu Ubud,Kabupaten Gianyar,Bali,-0.8496053,115.2751687,43,3,4.92,3833248
1303,Tya Guest House Syariah,Kota Malang,Jawa Timur,-7.938673,112.5884308,16,3,4.58,175000
1304,Pinky Guest House Syariah Kota Batu,Kota Batu,Jawa Timur,-7.87,112.514795,45,4,4.05,100000
1305,Ling Homestay,Kota Batu,Jawa Timur,-7.8957389,112.533,18,3,4.75,226989
1306,Golden Tulip Essential Denpasar,Kota Denpasar,Bali,-8.64,115.1993151,22,3,4.08,299700
1307,Sari Villa Ubud,Kabupaten Gianyar,Bali,-8.50E-08,115.2528815,38,3,4.58,470250
1308,Seminyak Icon by Karaniya Experience,Kabupaten Badung,Bali,-8.69E-08,115.1696229,47,3,4.58,2251453
1309,Sanur Agung Hotel,Kota Denpasar,Bali,-8.7,115.2557927,16,3,4.58,243200
1310,Inan Boutique Suites Syariah By ZIRI,Kota Malang,Jawa Timur,-7.9703531,112.635186,36,4,4.58,420000
1311,Villa Batu 3 kamar Edelweis No. 7 Dekat Museum Angkut,Batu City,Jawa Timur,-7.88,112.5200158,50,6,4.07,1042500
1312,Bale Age Rinjani Bungalow,Kabupaten Lombok Timur,Nusa Tenggara Barat,-8.32E-08,116.496255,16,3,4.03,382500
1313,Comfy Room at Villa Bima,Kota Batu,Jawa Timur,-7.8724383,112.5215085,44,4,4.05,125000
1314,Kalimosodo Staycation,Kota Malang,Jawa Timur,-7.980727,112.6490945,18,2,4.25,209000
1315,C151 Smart Villas at Seminyak,Kabupaten Badung,Bali,-8.68,115.1629252,50,3,4.05,5950000
1316,The Ritz-Carlton Bali,Badung Regency,Bali,-8.79E-08,115.2301618,50,3,4.07,7925500
1317,Signature Seminyak Smart Hotel,Kabupaten Badung,Bali,-8.68E-08,115.1673119,28,3,4.25,283500
1318,Sanur Art Villas,Kota Denpasar,Bali,-8.70E-08,115.2514277,50,4,4.03,1311300
1319,Villa Emerald F3 by N2K,Kota Batu,Jawa Timur,-7.9026938,112.5619981,50,4,4.42,485000
1320,Abian Harmony Hotel & Spa,Kota Denpasar,Bali,-8.70E-08,115.2608911,30,3,4.03,293760
1321,Sierra Villa Malang,Kabupaten Malang,Jawa Timur,-7.97,112.6662514,50,5,4.75,569192
1322,Keke Homestay,Kota Batu,Jawa Timur,-7.9,112.5671786,50,6,4.1,390000
1323,Maca Villas & Spa,Kabupaten Badung,Bali,-8.68E-08,115.1576721,50,3,4.08,2880085
1324,Grand Palace Hotel Sanur - Bali,Kota Denpasar,Bali,-8.69,115.2594023,38,2,4.58,648000
1325,Samabe Bali Suites & Villas,Badung Regency,Bali,-8.79E-08,115.2301618,50,2,4.08,6601966
1326,Villa Kusuma Pinus S12 - Four Bedroom,Kota Batu,Jawa Timur,-7.8842711,112.5154682,50,6,4.05,1500000
1327,PURI BIDADARI 6 WITH PRIVATE MINI POOL BY N2K,Kota Batu,Jawa Timur,-7.8643785,112.5001454,40,4,4.05,1175000
1328,Villa Sawahan with Private Pool,Kota Batu,Jawa Timur,-7.8920635,112.550902,30,6,4.75,1287032
1329,Fourteen Roses Boutique Hotel Kuta,Kabupaten Badung,Bali,-8.71E-08,115.173398,36,2,4.08,1057500
1330,CLV Hotel & Villa,Regency,Bali,-8.28E-08,115.1652541,16,3,4.07,501500
1331,Bali Elephant,Kabupaten Badung,Bali,-8.79E-08,115.1583189,25,3,4.58,297000
1332,Hotel Santika Siligita Nusa Dua,Kabupaten Badung,Bali,-8.80E-08,115.2234672,24,2,4.42,546000
1333,Blue Salt Villa,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.50E-08,116.0525185,50,5,4.07,6531250
1334,Full House 2 BR at Emerald Villa G6 Batu, Malang,Jawa Timur,-7.9343673,112.5993973,50,6,4.12,450000
1335,The Kampung Ubud Villa,Kabupaten Gianyar,Bali,-8.51E-08,115.241529,45,3,4.05,1325711
1336,Hotel Ragil Kuning,Kota Batu,Jawa Timur,-7.870092,112.5233287,34,3,4.03,134925
1337,Sadara Boutique Beach Resort,Kabupaten Badung,Bali,-8.82E-08,115.2180323,36,3,4.42,3398400
1338,THE 1O1 Bali Oasis Sanur,Kota Denpasar,Bali,-8.70E-08,115.2631068,24,2,4.42,679000
1339,Negara Hotel,Kabupaten Jembrana,Bali,-8.36E-08,114.6288355,15,3,4,213750
1340,Tulip Guest House,Kota Batu,Jawa Timur,-7.9,112.5550348,28,3,4.58,270000
1341,Villa Puncak Garuda D6,Kota Batu,Jawa Timur,-7.9024343,112.537997,50,6,4.58,356250
1342,Villa Tata - Two Bedroom,Kota Batu,Jawa Timur,-7.8809064,112.5203335,50,7,4.05,600000
1343,Amaroossa Suite Bali,Kabupaten Badung,Bali,-8.80E-08,115.2236748,36,3,4.58,578550
1344,Villa Wukir 11,Kota Batu,Jawa Timur,-7.8756373,112.5125348,30,4,4.05,285000
1345,OYO 1194 Villa Bukit Panderman Residence,Kota Batu,Jawa Timur,-7.8928742,112.5128818,20,3,4.02,572398
1346,The rooms apartment Bali,Kota Denpasar,Bali,-8.68E-08,115.1901745,30,3,4.42,225000
1347,T&T Homestay,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2808029,20,3,3.13,133240
1348,The Jas Villas,Kabupaten Badung,Bali,-8.69E-08,115.1605025,33,1,4.02,1269450
1349,Swiss-Belresort Pecatu,Kabupaten Badung,Bali,-8.82E-08,115.1430114,34,3,4.05,818889
1350,Harmonie Syariah Homestay,Kota Malang,Jawa Timur,-7.94,112.6054682,24,3,4.03,250000
1351,SOL by Meli Kuta Bali,Kabupaten Badung,Bali,-8.73,115.1721257,34,3,4.03,783497
1352,Daejeon Batu,Kota Batu,Jawa Timur,-7.87,112.5041615,17,2,4.03,375000
1353,The Cakra Hotel,Kota Denpasar,Bali,-8.68,115.2594254,28,3,4.42,238000
1354,Umae Villa Ubud,Kabupaten Gianyar,Bali,-8.52E-08,115.2606299,50,3,4.05,1425380
1355,OYO 3298 Bromo Guest House Family,Kabupaten Malang,Jawa Timur,-8.13E-08,112.5651773,50,6,4,123322
1356,Villa Buah,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.50E-08,116.0547787,25,3,4.92,1840000
1357,Kos Harian Sugih Waras,Kota Batu,Jawa Timur,-7.89,112.5487441,32,3,4.58,68000
1358,POP! Hotel Teuku Umar,Kota Denpasar,Bali,-8.68,115.2035054,16,3,4.02,256500
1359,Benoa Sea Suites and Villas,Kabupaten Badung,Bali,-8.76E-08,115.219636,40,2,4.05,954000
1360,ION Bali Benoa Hotel,Kabupaten Badung,Bali,-8.82E-08,115.2180323,22,3,4.08,271170
1361,Desamuda Village,Kabupaten Badung,Bali,-8.69,115.1673443,50,4,4.75,1579500
1362,Three Bedrooms Villa Kartika Batu,Kota Batu,Jawa Timur,-7.8798391,112.5345403,50,6,4.42,1950000
1363,Bedrock Hotel Kuta Bali,Kabupaten Badung,Bali,-8.74E-08,115.1665084,20,3,4.05,508300
1364,Sense Canggu Beach Hotel,Kabupaten Badung,Bali,-8.65E-08,115.1263589,40,3,4.02,1764000
1365,ibis Styles Bali Legian,Kabupaten Badung,Bali,-8.70E-08,115.1672881,24,3,4.25,499125
1366,Pandawa Hill Resort,Kabupaten Badung,Bali,-8.84E-08,115.18132,36,4,4.58,356500
1367,Adhi Jaya Sunset Hotel,Kabupaten Badung,Bali,-8.71E-08,115.1855695,21,3,4.02,229500
1368,OYO 1509 Candi Panggung Family Guest House Syariah,Kota Malang,Jawa Timur,-7.93,112.6149996,28,2,4.25,246999
1369,Hotel Grand Santhi,Kota Denpasar,Bali,-8.67,115.2162185,32,3,4,315000
1370,Ulu Segara Luxury Suites and Villas,Badung Regency,Bali,-8.79E-08,115.2301618,34,1,4.58,5009661
1371,Villa Batoe Lidi Sweet Home 2,Kota Batu,Jawa Timur,-7.8920635,112.550902,50,6,5.08,950000
1372,Amaris Hotel Dewi Sri,Kabupaten Badung,Bali,-8.70E-08,115.177198,18,2,4.58,236000
1373,Sthala  a Tribute Portfolio Hotel,Kabupaten Gianyar,Bali,-8.57E-08,115.2617421,15,3,4.08,1694000
1374,Omah Blimbing,Kota Malang,Jawa Timur,-7.94,112.6387271,15,2,3.15,351500
1375,Griya vifa - Two Bedroom,Kabupaten Malang,Jawa Timur,-7.8747857,112.5213462,50,6,4.07,500000
1376,Bali Golden Elephant,Kabupaten Badung,Bali,-8.76E-08,115.1756717,43,3,4.58,297000
1377,Coco De Heaven,Kabupaten Badung,Bali,-8.77E-08,115.1781017,18,2,4.08,180000
1378,SPOT ON 1711 Serayu Sumbersari Residence,Kota Malang,Jawa Timur,-7.95,112.6112346,35,3,3.02,84999
1379,M Suite Bali,Kabupaten Badung,Bali,-8.70E-08,115.172359,30,2,4.58,405000
1380,Hotel Neo+ Kuta - Legian by ASTON,Kabupaten Badung,Bali,-8.72E-08,115.1756189,19,3,4.58,523600
1381,Penginapan Pondok Wisata Berkah Alam,Kabupaten Malang,Jawa Timur,-8.43E-08,112.6819641,15,2,4.75,355000
1382,Infinity8 Bali,Kabupaten Badung,Bali,-8.78,115.1838211,22,1,4.58,397916
1383,Nunamkhalu Private Villas & Spa,Kabupaten Badung,Bali,-8.83E-08,115.1795272,50,2,4.1,1224000
1384,Amnaya Resort Nusa Dua,Kabupaten Badung,Bali,-8.76E-08,115.2215399,45,2,4.92,1096170
1385,Banyu Urip Homestay,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2808029,27,2,4.42,118750
1386,Villa Dean,Kota Batu,Jawa Timur,-7.8927364,112.5355723,50,7,5.25,970000
1387,Eastin Ashta Resort Canggu,Kabupaten Badung,Bali,-8.65E-08,115.1306365,37,3,4.75,1758735
1388,Grand Livio Kuta Hotel,Kabupaten Badung,Bali,-8.70E-08,115.1763015,25,2,4.42,291600
1389,Puri Santrian,Kota Denpasar,Bali,-8.71,115.2588929,35,3,4.07,1904000
1390,Sense Hotel Seminyak,Kabupaten Badung,Bali,-8.68E-08,115.1541648,27,2,4.02,540000
